"","trait.x","gene_ID","eQTL_chr","pos","eQTL_start","eQTL_end","min_eQTL_LOD","max_eQTL_LOD","gene_CHROM","gene_start","gene_end","trait.y","chrom","subject","AGI","At_symbol","model","B.napus_GO_term","GO_des","QTL_start","QTL_end","eQTL_genetic_start","eQTL_genetic_end","QTL_genetic_start","QTL_genetic_end"
"576","BnaA10g21130D","BnaA10g21130D","chrA10",169.7892797,14613931,14692950,42.5474725685807,44.8581367235966,"chrA10",14619343,14623436,"leaf_number_I","A10","AT5G11350.1","AT5G11350"," DNAse I-like superfamily protein ","scanone",NA,NA,13804529,16211022,169.7892797,169.7892797,152.2189689,193.3298014
"577","BnaA10g21150D","BnaA10g21150D","chrA10",171.3653863,14613931,14763016,36.5012752947243,43.0840358054024,"chrA10",14626208,14627791,"days_to_bolt","A10","AT5G11330.1","AT5G11330"," FAD/NAD(P)-binding oxidoreductase family protein ","cim","GO:0008152;GO:0016491","metabolic process;oxidoreductase activity",14613931,15142872,171.3653863,171.3653863,169.7892797,177.6292919
"578","BnaA10g21150D","BnaA10g21150D","chrA10",171.3653863,14613931,14763016,36.5012752947243,43.0840358054024,"chrA10",14626208,14627791,"root_weight_2016_05_13","A10","AT5G11330.1","AT5G11330"," FAD/NAD(P)-binding oxidoreductase family protein ","cim","GO:0008152;GO:0016491","metabolic process;oxidoreductase activity",14613931,14763016,171.3653863,171.3653863,169.7892797,173.4081884
"579","BnaA10g21150D","BnaA10g21150D","chrA10",171.3653863,14613931,14763016,36.5012752947243,43.0840358054024,"chrA10",14626208,14627791,"leaf_number_I","A10","AT5G11330.1","AT5G11330"," FAD/NAD(P)-binding oxidoreductase family protein ","scanone","GO:0008152;GO:0016491","metabolic process;oxidoreductase activity",13804529,16211022,171.3653863,171.3653863,152.2189689,193.3298014
"580","BnaA10g21160D","BnaA10g21160D","chrA10",171,12971032,16298445,2.57633448900469,4.2401129657331,"chrA10",14640497,14642357,"days_to_bolt","A10","AT5G11310.1","AT5G11310"," Pentatricopeptide repeat (PPR) superfamily protein ","cim","GO:0005515","protein binding",14613931,15142872,171,171,169.7892797,177.6292919
"581","BnaA10g21160D","BnaA10g21160D","chrA10",171,12971032,16298445,2.57633448900469,4.2401129657331,"chrA10",14640497,14642357,"root_weight_2016_05_13","A10","AT5G11310.1","AT5G11310"," Pentatricopeptide repeat (PPR) superfamily protein ","cim","GO:0005515","protein binding",14613931,14763016,171,171,169.7892797,173.4081884
"582","BnaA10g21160D","BnaA10g21160D","chrA10",171,12971032,16298445,2.57633448900469,4.2401129657331,"chrA10",14640497,14642357,"leaf_number_I","A10","AT5G11310.1","AT5G11310"," Pentatricopeptide repeat (PPR) superfamily protein ","scanone","GO:0005515","protein binding",13804529,16211022,171,171,152.2189689,193.3298014
"583","BnaA10g21170D","BnaA10g21170D","chrA10",165.3794419,13781609,14763016,5.44035327516432,7.84348673023845,"chrA10",14643909,14647139,"days_to_bolt","A10","AT5G11300.1","AT5G11300"," mitotic-like cyclin 3B from Arabidopsis ","cim","GO:0000079;GO:0005634;GO:0019901;GO:0051726","regulation of cyclin-dependent protein serine/threonine kinase activity;nucleus;protein kinase binding;regulation of cell cycle",14613931,15142872,165.3794419,165.3794419,169.7892797,177.6292919
"584","BnaA10g21170D","BnaA10g21170D","chrA10",165.3794419,13781609,14763016,5.44035327516432,7.84348673023845,"chrA10",14643909,14647139,"root_weight_2016_05_13","A10","AT5G11300.1","AT5G11300"," mitotic-like cyclin 3B from Arabidopsis ","cim","GO:0000079;GO:0005634;GO:0019901;GO:0051726","regulation of cyclin-dependent protein serine/threonine kinase activity;nucleus;protein kinase binding;regulation of cell cycle",14613931,14763016,165.3794419,165.3794419,169.7892797,173.4081884
"585","BnaA10g21170D","BnaA10g21170D","chrA10",165.3794419,13781609,14763016,5.44035327516432,7.84348673023845,"chrA10",14643909,14647139,"leaf_number_I","A10","AT5G11300.1","AT5G11300"," mitotic-like cyclin 3B from Arabidopsis ","scanone","GO:0000079;GO:0005634;GO:0019901;GO:0051726","regulation of cyclin-dependent protein serine/threonine kinase activity;nucleus;protein kinase binding;regulation of cell cycle",13804529,16211022,165.3794419,165.3794419,152.2189689,193.3298014
"586","BnaA10g21180D","BnaA10g21180D","chrA10",167.1110584,13491513,14774299,13.6718929924096,16.5347352370195,"chrA10",14647737,14648935,"days_to_bolt","A10","AT5G11280.1","AT5G11280"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G80200.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","cim",NA,NA,14613931,15142872,167.1110584,167.1110584,169.7892797,177.6292919
"587","BnaA10g21180D","BnaA10g21180D","chrA10",167.1110584,13491513,14774299,13.6718929924096,16.5347352370195,"chrA10",14647737,14648935,"root_weight_2016_05_13","A10","AT5G11280.1","AT5G11280"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G80200.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","cim",NA,NA,14613931,14763016,167.1110584,167.1110584,169.7892797,173.4081884
"588","BnaA10g21180D","BnaA10g21180D","chrA10",167.1110584,13491513,14774299,13.6718929924096,16.5347352370195,"chrA10",14647737,14648935,"leaf_number_I","A10","AT5G11280.1","AT5G11280"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G80200.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","scanone",NA,NA,13804529,16211022,167.1110584,167.1110584,152.2189689,193.3298014
"589","BnaA10g21200D","BnaA10g21200D","chrA10",169,14401252,14763016,20.004236456909,23.7947413948754,"chrA10",14653695,14655064,"days_to_bolt","A10","AT5G11260.1","AT5G11260"," Basic-leucine zipper (bZIP) transcription factor family protein ","cim","GO:0003677;GO:0003700;GO:0005634;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding",14613931,15142872,169,169,169.7892797,177.6292919
"590","BnaA10g21200D","BnaA10g21200D","chrA10",169,14401252,14763016,20.004236456909,23.7947413948754,"chrA10",14653695,14655064,"root_weight_2016_05_13","A10","AT5G11260.1","AT5G11260"," Basic-leucine zipper (bZIP) transcription factor family protein ","cim","GO:0003677;GO:0003700;GO:0005634;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding",14613931,14763016,169,169,169.7892797,173.4081884
"591","BnaA10g21200D","BnaA10g21200D","chrA10",169,14401252,14763016,20.004236456909,23.7947413948754,"chrA10",14653695,14655064,"leaf_number_I","A10","AT5G11260.1","AT5G11260"," Basic-leucine zipper (bZIP) transcription factor family protein ","scanone","GO:0003677;GO:0003700;GO:0005634;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding",13804529,16211022,169,169,152.2189689,193.3298014
"592","BnaA10g21240D","BnaA10g21240D","chrA10",171,14612896,14692950,61.5215708667654,67.8538095127654,"chrA10",14663745,14664797,"days_to_bolt","A10","AT5G11230.1","AT5G11230"," Nucleotide-sugar transporter family protein ","cim",NA,NA,14613931,15142872,171,171,169.7892797,177.6292919
"593","BnaA10g21240D","BnaA10g21240D","chrA10",171,14612896,14692950,61.5215708667654,67.8538095127654,"chrA10",14663745,14664797,"root_weight_2016_05_13","A10","AT5G11230.1","AT5G11230"," Nucleotide-sugar transporter family protein ","cim",NA,NA,14613931,14763016,171,171,169.7892797,173.4081884
"594","BnaA10g21240D","BnaA10g21240D","chrA10",171,14612896,14692950,61.5215708667654,67.8538095127654,"chrA10",14663745,14664797,"leaf_number_I","A10","AT5G11230.1","AT5G11230"," Nucleotide-sugar transporter family protein ","scanone",NA,NA,13804529,16211022,171,171,152.2189689,193.3298014
"595","BnaA10g21260D","BnaA10g21260D","chrA10",167.1110584,13491513,15942430,4.41762105963771,6.40034501125581,"chrA10",14676482,14679970,"days_to_bolt","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","cim","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",14613931,15142872,167.1110584,167.1110584,169.7892797,177.6292919
"596","BnaA10g21260D","BnaA10g21260D","chrA10",167.1110584,13491513,15942430,4.41762105963771,6.40034501125581,"chrA10",14676482,14679970,"root_weight_2016_05_13","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","cim","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",14613931,14763016,167.1110584,167.1110584,169.7892797,173.4081884
"597","BnaA10g21260D","BnaA10g21260D","chrA10",167.1110584,13491513,15942430,4.41762105963771,6.40034501125581,"chrA10",14676482,14679970,"leaf_number_I","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","scanone","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",13804529,16211022,167.1110584,167.1110584,152.2189689,193.3298014
"598","BnaA10g21270D","BnaA10g21270D","chrA10",171,14613931,14774299,24.3484731542256,25.5993169120012,"chrA10",14680190,14683851,"days_to_bolt","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","cim","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",14613931,15142872,171,171,169.7892797,177.6292919
"599","BnaA10g21270D","BnaA10g21270D","chrA10",171,14613931,14774299,24.3484731542256,25.5993169120012,"chrA10",14680190,14683851,"root_weight_2016_05_13","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","cim","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",14613931,14763016,171,171,169.7892797,173.4081884
"600","BnaA10g21270D","BnaA10g21270D","chrA10",171,14613931,14774299,24.3484731542256,25.5993169120012,"chrA10",14680190,14683851,"leaf_number_I","A10","AT5G11170.1","AT5G11170"," DEAD/DEAH box RNA helicase family protein  ","scanone","GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity",13804529,16211022,171,171,152.2189689,193.3298014
"601","BnaA10g21300D","BnaA10g21300D","chrA10",174.5476841,12974025,15942430,3.27686489533589,6.43757822469136,"chrA10",14691485,14693087,"days_to_bolt","A10","AT5G11150.1","AT5G11150"," vesicle-associated membrane protein 713 ","cim","GO:0006810;GO:0016021;GO:0016192","transport;integral component of membrane;vesicle-mediated transport",14613931,15142872,174.5476841,174.5476841,169.7892797,177.6292919
"602","BnaA10g21300D","BnaA10g21300D","chrA10",174.5476841,12974025,15942430,3.27686489533589,6.43757822469136,"chrA10",14691485,14693087,"root_weight_2016_05_13","A10","AT5G11150.1","AT5G11150"," vesicle-associated membrane protein 713 ","cim","GO:0006810;GO:0016021;GO:0016192","transport;integral component of membrane;vesicle-mediated transport",14613931,14763016,174.5476841,174.5476841,169.7892797,173.4081884
"603","BnaA10g21300D","BnaA10g21300D","chrA10",174.5476841,12974025,15942430,3.27686489533589,6.43757822469136,"chrA10",14691485,14693087,"leaf_number_I","A10","AT5G11150.1","AT5G11150"," vesicle-associated membrane protein 713 ","scanone","GO:0006810;GO:0016021;GO:0016192","transport;integral component of membrane;vesicle-mediated transport",13804529,16211022,174.5476841,174.5476841,152.2189689,193.3298014
"604","BnaA10g21350D","BnaA10g21350D","chrA10",171.3653863,14324356,15394868,6.59006437167995,8.87820699249806,"chrA10",14706289,14707042,"days_to_bolt","A10",NA,NA,NA,"cim",NA,NA,14613931,15142872,171.3653863,171.3653863,169.7892797,177.6292919
"605","BnaA10g21350D","BnaA10g21350D","chrA10",171.3653863,14324356,15394868,6.59006437167995,8.87820699249806,"chrA10",14706289,14707042,"plant_height_2016_05_13","A10",NA,NA,NA,"cim",NA,NA,14692950,15177742,171.3653863,171.3653863,171.3653863,180.3373094
"606","BnaA10g21350D","BnaA10g21350D","chrA10",171.3653863,14324356,15394868,6.59006437167995,8.87820699249806,"chrA10",14706289,14707042,"root_weight_2016_05_13","A10",NA,NA,NA,"cim",NA,NA,14613931,14763016,171.3653863,171.3653863,169.7892797,173.4081884
"607","BnaA10g21350D","BnaA10g21350D","chrA10",171.3653863,14324356,15394868,6.59006437167995,8.87820699249806,"chrA10",14706289,14707042,"leaf_number_I","A10",NA,NA,NA,"scanone",NA,NA,13804529,16211022,171.3653863,171.3653863,152.2189689,193.3298014
"608","BnaA10g21360D","BnaA10g21360D","chrA10",177.3265693,14613931,15155467,16.5530172050923,19.4399049286078,"chrA10",14710349,14711678,"days_to_bolt","A10","AT1G53530.1","AT1G53530"," Peptidase S24/S26A/S26B/S26C family protein ","cim","GO:0006508;GO:0006627;GO:0008233;GO:0008236;GO:0016020;GO:0016021;GO:0042720","proteolysis;protein processing involved in protein targeting to mitochondrion;peptidase activity;serine-type peptidase activity;membrane;integral component of membrane;mitochondrial inner membrane peptidase complex",14613931,15142872,177.3265693,177.3265693,169.7892797,177.6292919
"609","BnaA10g21360D","BnaA10g21360D","chrA10",177.3265693,14613931,15155467,16.5530172050923,19.4399049286078,"chrA10",14710349,14711678,"plant_height_2016_05_13","A10","AT1G53530.1","AT1G53530"," Peptidase S24/S26A/S26B/S26C family protein ","cim","GO:0006508;GO:0006627;GO:0008233;GO:0008236;GO:0016020;GO:0016021;GO:0042720","proteolysis;protein processing involved in protein targeting to mitochondrion;peptidase activity;serine-type peptidase activity;membrane;integral component of membrane;mitochondrial inner membrane peptidase complex",14692950,15177742,177.3265693,177.3265693,171.3653863,180.3373094
"610","BnaA10g21360D","BnaA10g21360D","chrA10",177.3265693,14613931,15155467,16.5530172050923,19.4399049286078,"chrA10",14710349,14711678,"root_weight_2016_05_13","A10","AT1G53530.1","AT1G53530"," Peptidase S24/S26A/S26B/S26C family protein ","cim","GO:0006508;GO:0006627;GO:0008233;GO:0008236;GO:0016020;GO:0016021;GO:0042720","proteolysis;protein processing involved in protein targeting to mitochondrion;peptidase activity;serine-type peptidase activity;membrane;integral component of membrane;mitochondrial inner membrane peptidase complex",14613931,14763016,177.3265693,177.3265693,169.7892797,173.4081884
"611","BnaA10g21360D","BnaA10g21360D","chrA10",177.3265693,14613931,15155467,16.5530172050923,19.4399049286078,"chrA10",14710349,14711678,"leaf_number_I","A10","AT1G53530.1","AT1G53530"," Peptidase S24/S26A/S26B/S26C family protein ","scanone","GO:0006508;GO:0006627;GO:0008233;GO:0008236;GO:0016020;GO:0016021;GO:0042720","proteolysis;protein processing involved in protein targeting to mitochondrion;peptidase activity;serine-type peptidase activity;membrane;integral component of membrane;mitochondrial inner membrane peptidase complex",13804529,16211022,177.3265693,177.3265693,152.2189689,193.3298014
"612","BnaA10g21370D","BnaA10g21370D","chrA10",169.7892797,13495258,15942430,3.28092810013865,5.03280513796208,"chrA10",14716387,14721369,"days_to_bolt","A10","AT5G11040.1","AT5G11040"," TRS120 ","cim",NA,NA,14613931,15142872,169.7892797,169.7892797,169.7892797,177.6292919
"613","BnaA10g21370D","BnaA10g21370D","chrA10",169.7892797,13495258,15942430,3.28092810013865,5.03280513796208,"chrA10",14716387,14721369,"plant_height_2016_05_13","A10","AT5G11040.1","AT5G11040"," TRS120 ","cim",NA,NA,14692950,15177742,169.7892797,169.7892797,171.3653863,180.3373094
"614","BnaA10g21370D","BnaA10g21370D","chrA10",169.7892797,13495258,15942430,3.28092810013865,5.03280513796208,"chrA10",14716387,14721369,"root_weight_2016_05_13","A10","AT5G11040.1","AT5G11040"," TRS120 ","cim",NA,NA,14613931,14763016,169.7892797,169.7892797,169.7892797,173.4081884
"615","BnaA10g21370D","BnaA10g21370D","chrA10",169.7892797,13495258,15942430,3.28092810013865,5.03280513796208,"chrA10",14716387,14721369,"leaf_number_I","A10","AT5G11040.1","AT5G11040"," TRS120 ","scanone",NA,NA,13804529,16211022,169.7892797,169.7892797,152.2189689,193.3298014
"616","BnaA10g21380D","BnaA10g21380D","chrA10",169.3103085,13862912,16950878,2.4891906175071,4.5109649150599,"chrA10",14721771,14725315,"days_to_bolt","A10","AT5G11030.2","AT5G11030"," aberrant lateral root formation 4 ","cim",NA,NA,14613931,15142872,169.3103085,169.3103085,169.7892797,177.6292919
"617","BnaA10g21380D","BnaA10g21380D","chrA10",169.3103085,13862912,16950878,2.4891906175071,4.5109649150599,"chrA10",14721771,14725315,"plant_height_2016_05_13","A10","AT5G11030.2","AT5G11030"," aberrant lateral root formation 4 ","cim",NA,NA,14692950,15177742,169.3103085,169.3103085,171.3653863,180.3373094
"618","BnaA10g21380D","BnaA10g21380D","chrA10",169.3103085,13862912,16950878,2.4891906175071,4.5109649150599,"chrA10",14721771,14725315,"root_weight_2016_05_13","A10","AT5G11030.2","AT5G11030"," aberrant lateral root formation 4 ","cim",NA,NA,14613931,14763016,169.3103085,169.3103085,169.7892797,173.4081884
"619","BnaA10g21380D","BnaA10g21380D","chrA10",169.3103085,13862912,16950878,2.4891906175071,4.5109649150599,"chrA10",14721771,14725315,"leaf_number_I","A10","AT5G11030.2","AT5G11030"," aberrant lateral root formation 4 ","scanone",NA,NA,13804529,16211022,169.3103085,169.3103085,152.2189689,193.3298014
"620","BnaA10g21400D","BnaA10g21400D","chrA10",171.3653863,14401252,14871092,10.5821828447981,12.5857872833874,"chrA10",14731651,14733433,"days_to_bolt","A10",NA,NA,NA,"cim",NA,NA,14613931,15142872,171.3653863,171.3653863,169.7892797,177.6292919
"621","BnaA10g21400D","BnaA10g21400D","chrA10",171.3653863,14401252,14871092,10.5821828447981,12.5857872833874,"chrA10",14731651,14733433,"plant_height_2016_05_13","A10",NA,NA,NA,"cim",NA,NA,14692950,15177742,171.3653863,171.3653863,171.3653863,180.3373094
"622","BnaA10g21400D","BnaA10g21400D","chrA10",171.3653863,14401252,14871092,10.5821828447981,12.5857872833874,"chrA10",14731651,14733433,"root_weight_2016_05_13","A10",NA,NA,NA,"cim",NA,NA,14613931,14763016,171.3653863,171.3653863,169.7892797,173.4081884
"623","BnaA10g21400D","BnaA10g21400D","chrA10",171.3653863,14401252,14871092,10.5821828447981,12.5857872833874,"chrA10",14731651,14733433,"leaf_number_I","A10",NA,NA,NA,"scanone",NA,NA,13804529,16211022,171.3653863,171.3653863,152.2189689,193.3298014
"624","BnaA10g21460D","BnaA10g21460D","chrA10",173.4081884,14692950,14774299,31.8954726421488,37.3161885928222,"chrA10",14753325,14759260,"days_to_bolt","A10","AT5G10940.1","AT5G10940"," transducin family protein / WD-40 repeat family protein ","cim","GO:0005515","protein binding",14613931,15142872,173.4081884,173.4081884,169.7892797,177.6292919
"625","BnaA10g21460D","BnaA10g21460D","chrA10",173.4081884,14692950,14774299,31.8954726421488,37.3161885928222,"chrA10",14753325,14759260,"plant_height_2016_05_13","A10","AT5G10940.1","AT5G10940"," transducin family protein / WD-40 repeat family protein ","cim","GO:0005515","protein binding",14692950,15177742,173.4081884,173.4081884,171.3653863,180.3373094
"626","BnaA10g21460D","BnaA10g21460D","chrA10",173.4081884,14692950,14774299,31.8954726421488,37.3161885928222,"chrA10",14753325,14759260,"root_weight_2016_05_13","A10","AT5G10940.1","AT5G10940"," transducin family protein / WD-40 repeat family protein ","cim","GO:0005515","protein binding",14613931,14763016,173.4081884,173.4081884,169.7892797,173.4081884
"627","BnaA10g21460D","BnaA10g21460D","chrA10",173.4081884,14692950,14774299,31.8954726421488,37.3161885928222,"chrA10",14753325,14759260,"leaf_number_I","A10","AT5G10940.1","AT5G10940"," transducin family protein / WD-40 repeat family protein ","scanone","GO:0005515","protein binding",13804529,16211022,173.4081884,173.4081884,152.2189689,193.3298014
"628","BnaA10g21470D","BnaA10g21470D","chrA10",173,14613931,14871092,18.6007258288592,20.4846463551866,"chrA10",14762108,14763409,"days_to_bolt","A10",NA,NA,NA,"cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0007165","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;signal transduction",14613931,15142872,173,173,169.7892797,177.6292919
"629","BnaA10g21470D","BnaA10g21470D","chrA10",173,14613931,14871092,18.6007258288592,20.4846463551866,"chrA10",14762108,14763409,"plant_height_2016_05_13","A10",NA,NA,NA,"cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0007165","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;signal transduction",14692950,15177742,173,173,171.3653863,180.3373094
"630","BnaA10g21470D","BnaA10g21470D","chrA10",173,14613931,14871092,18.6007258288592,20.4846463551866,"chrA10",14762108,14763409,"leaf_number_I","A10",NA,NA,NA,"scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0007165","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;signal transduction",13804529,16211022,173,173,152.2189689,193.3298014
"631","BnaA10g21480D","BnaA10g21480D","chrA10",174.5476841,14401252,15142872,9.34384088570619,10.8479655640229,"chrA10",14764935,14767065,"days_to_bolt","A10","AT5G10920.1","AT5G10920"," L-Aspartase-like family protein ","cim","GO:0003824;GO:0004056;GO:0042450","catalytic activity;argininosuccinate lyase activity;arginine biosynthetic process via ornithine",14613931,15142872,174.5476841,174.5476841,169.7892797,177.6292919
"632","BnaA10g21480D","BnaA10g21480D","chrA10",174.5476841,14401252,15142872,9.34384088570619,10.8479655640229,"chrA10",14764935,14767065,"plant_height_2016_05_13","A10","AT5G10920.1","AT5G10920"," L-Aspartase-like family protein ","cim","GO:0003824;GO:0004056;GO:0042450","catalytic activity;argininosuccinate lyase activity;arginine biosynthetic process via ornithine",14692950,15177742,174.5476841,174.5476841,171.3653863,180.3373094
"633","BnaA10g21480D","BnaA10g21480D","chrA10",174.5476841,14401252,15142872,9.34384088570619,10.8479655640229,"chrA10",14764935,14767065,"leaf_number_I","A10","AT5G10920.1","AT5G10920"," L-Aspartase-like family protein ","scanone","GO:0003824;GO:0004056;GO:0042450","catalytic activity;argininosuccinate lyase activity;arginine biosynthetic process via ornithine",13804529,16211022,174.5476841,174.5476841,152.2189689,193.3298014
"634","BnaA10g21490D","BnaA10g21490D","chrA10",176.7181066,14692950,15942430,7.26103689658772,10.0873230142483,"chrA10",14767198,14769150,"days_to_bolt","A10","AT5G10910.1","AT5G10910"," mraW methylase family protein ","cim","GO:0008168","methyltransferase activity",14613931,15142872,176.7181066,176.7181066,169.7892797,177.6292919
"635","BnaA10g21490D","BnaA10g21490D","chrA10",176.7181066,14692950,15942430,7.26103689658772,10.0873230142483,"chrA10",14767198,14769150,"plant_height_2016_05_13","A10","AT5G10910.1","AT5G10910"," mraW methylase family protein ","cim","GO:0008168","methyltransferase activity",14692950,15177742,176.7181066,176.7181066,171.3653863,180.3373094
"636","BnaA10g21490D","BnaA10g21490D","chrA10",176.7181066,14692950,15942430,7.26103689658772,10.0873230142483,"chrA10",14767198,14769150,"leaf_number_I","A10","AT5G10910.1","AT5G10910"," mraW methylase family protein ","scanone","GO:0008168","methyltransferase activity",13804529,16211022,176.7181066,176.7181066,152.2189689,193.3298014
"637","BnaA10g21510D","BnaA10g21510D","chrA10",173,14692950,15088681,49.4366777999073,67.8696073801147,"chrA10",14770743,14772798,"days_to_bolt","A10","AT5G10860.1","AT5G10860"," Cystathionine beta-synthase (CBS) family protein ","cim","GO:0005515","protein binding",14613931,15142872,173,173,169.7892797,177.6292919
"638","BnaA10g21510D","BnaA10g21510D","chrA10",173,14692950,15088681,49.4366777999073,67.8696073801147,"chrA10",14770743,14772798,"plant_height_2016_05_13","A10","AT5G10860.1","AT5G10860"," Cystathionine beta-synthase (CBS) family protein ","cim","GO:0005515","protein binding",14692950,15177742,173,173,171.3653863,180.3373094
"639","BnaA10g21510D","BnaA10g21510D","chrA10",173,14692950,15088681,49.4366777999073,67.8696073801147,"chrA10",14770743,14772798,"leaf_number_I","A10","AT5G10860.1","AT5G10860"," Cystathionine beta-synthase (CBS) family protein ","scanone","GO:0005515","protein binding",13804529,16211022,173,173,152.2189689,193.3298014
"640","BnaA10g21520D","BnaA10g21520D","chrA10",173.8787828,14772310,14871092,35.7333879512839,38.394619571971,"chrA10",14773129,14777667,"days_to_bolt","A10","AT5G10840.1","AT5G10840"," Endomembrane protein 70 protein family ","cim","GO:0007049;GO:0016021","cell cycle;integral component of membrane",14613931,15142872,173.8787828,173.8787828,169.7892797,177.6292919
"641","BnaA10g21520D","BnaA10g21520D","chrA10",173.8787828,14772310,14871092,35.7333879512839,38.394619571971,"chrA10",14773129,14777667,"height_Hmax","A10","AT5G10840.1","AT5G10840"," Endomembrane protein 70 protein family ","cim","GO:0007049;GO:0016021","cell cycle;integral component of membrane",14772310,15394868,173.8787828,173.8787828,173.8787828,182.3292306
"642","BnaA10g21520D","BnaA10g21520D","chrA10",173.8787828,14772310,14871092,35.7333879512839,38.394619571971,"chrA10",14773129,14777667,"plant_height_2016_05_13","A10","AT5G10840.1","AT5G10840"," Endomembrane protein 70 protein family ","cim","GO:0007049;GO:0016021","cell cycle;integral component of membrane",14692950,15177742,173.8787828,173.8787828,171.3653863,180.3373094
"643","BnaA10g21520D","BnaA10g21520D","chrA10",173.8787828,14772310,14871092,35.7333879512839,38.394619571971,"chrA10",14773129,14777667,"leaf_number_I","A10","AT5G10840.1","AT5G10840"," Endomembrane protein 70 protein family ","scanone","GO:0007049;GO:0016021","cell cycle;integral component of membrane",13804529,16211022,173.8787828,173.8787828,152.2189689,193.3298014
"644","BnaA10g21530D","BnaA10g21530D","chrA10",174.5476841,14772310,14871092,36.4153191367296,36.9085184482531,"chrA10",14779971,14782251,"days_to_bolt","A10","AT5G10770.1","AT5G10770"," Eukaryotic aspartyl protease family protein ","cim","GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis",14613931,15142872,174.5476841,174.5476841,169.7892797,177.6292919
"645","BnaA10g21530D","BnaA10g21530D","chrA10",174.5476841,14772310,14871092,36.4153191367296,36.9085184482531,"chrA10",14779971,14782251,"height_Hmax","A10","AT5G10770.1","AT5G10770"," Eukaryotic aspartyl protease family protein ","cim","GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis",14772310,15394868,174.5476841,174.5476841,173.8787828,182.3292306
"646","BnaA10g21530D","BnaA10g21530D","chrA10",174.5476841,14772310,14871092,36.4153191367296,36.9085184482531,"chrA10",14779971,14782251,"plant_height_2016_05_13","A10","AT5G10770.1","AT5G10770"," Eukaryotic aspartyl protease family protein ","cim","GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis",14692950,15177742,174.5476841,174.5476841,171.3653863,180.3373094
"647","BnaA10g21530D","BnaA10g21530D","chrA10",174.5476841,14772310,14871092,36.4153191367296,36.9085184482531,"chrA10",14779971,14782251,"leaf_number_I","A10","AT5G10770.1","AT5G10770"," Eukaryotic aspartyl protease family protein ","scanone","GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis",13804529,16211022,174.5476841,174.5476841,152.2189689,193.3298014
